YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN
2020,5,9,-1,36.4,26
2020,5,10,6.5,36,25.3
2020,5,11,0,36.6,28.3
2020,5,12,0,36.8,28.4
2020,5,13,0,36.8,27.9
2020,5,14,-1,33.1,27
2020,5,15,65.5,29.7,24.8
2020,5,16,0,33.6,26.3
2020,5,17,-1,35.3,28
2020,5,18,-1,34.1,28
2020,5,19,8.5,32.8,25.7
2020,5,20,0,35,28.2
2020,5,21,0,36.3,28.6
2020,5,22,3,35.2,27.9
2020,5,23,23,33.6,25.3
2020,5,24,0,33.2,27.2
2020,5,25,-1,34.4,28.1
2020,5,26,-1,34.4,26.8
2020,5,27,8,36.2,24.3
2020,5,28,-1,35.4,26
2020,5,29,24.5,36,25.4
2020,5,30,0.5,34.5,27.1
2020,5,31,0,35.1,26.3
2020,6,1,0,34.8,25.3
2020,6,2,-1,36.1,28.4
2020,6,3,0,34.4,28.5
2020,6,4,2.5,34.9,27.2
2020,6,5,0,36.3,28.4
2020,6,6,0,36.7,27.5
2020,6,7,0,36.5,28.4
2020,6,8,0,34.8,27.1
2020,6,9,0,36.5,27.8
2020,6,10,31,32.6,25.2
2020,6,11,9,31.8,25
2020,6,12,0.5,31.1,25.7
2020,6,13,-1,34.2,27.6
2020,6,14,-1,34.8,26.7
2020,6,15,-1,33.2,26.9
2020,6,16,0,35,28.2
2020,6,17,0,35.9,27.4
2020,6,18,-1,34.6,27.3
2020,6,19,11.5,31.2,25.5
2020,6,20,0,33.6,26.5
2020,6,21,6,35.5,25.3
2020,6,22,16,36.2,25.6
2020,6,23,-1,36.4,27.3
2020,6,24,8.5,35.6,26.1
2020,6,25,0,35.4,26.3
2020,6,26,1,34.4,25.8
2020,6,27,4,33.3,26.1
2020,6,28,4,31.7,25.6
2020,6,29,2.5,32.5,26.6
2020,6,30,0,33,27.8
2020,7,1,-999,-999,-999
2020,7,2,-999,-999,-999
2020,7,3,-999,-999,-999
2020,7,4,-999,-999,-999
2020,7,5,-999,-999,-999
2020,7,6,-999,-999,-999
2020,7,7,-999,-999,-999
2020,7,8,-999,-999,-999
2020,7,9,-999,-999,-999
2020,7,10,-999,-999,-999
2020,7,11,-999,-999,-999
2020,7,12,-999,-999,-999
2020,7,13,-999,-999,-999
2020,7,14,-999,-999,-999
2020,7,15,-999,-999,-999
2020,7,16,-999,-999,-999
2020,7,17,-999,-999,-999
2020,7,18,-999,-999,-999
2020,7,19,-999,-999,-999
2020,7,20,-999,-999,-999
2020,7,21,-999,-999,-999
2020,7,22,-999,-999,-999
2020,7,23,-999,-999,-999
2020,7,24,-999,-999,-999
2020,7,25,-999,-999,-999
2020,7,26,-999,-999,-999
2020,7,27,-999,-999,-999
2020,7,28,-999,-999,-999
2020,7,29,-999,-999,-999
2020,7,30,-999,-999,-999
2020,7,31,-999,-999,-999
2020,8,1,-999,-999,-999
2020,8,2,-999,-999,-999
2020,8,3,-999,-999,-999
2020,8,4,-999,-999,-999
2020,8,5,-999,-999,-999
2020,8,6,-999,-999,-999
2020,8,7,-999,-999,-999
2020,8,8,-999,-999,-999
2020,8,9,-999,-999,-999
2020,8,10,-999,-999,-999
2020,8,11,-999,-999,-999
2020,8,12,-999,-999,-999
2020,8,13,-999,-999,-999
2020,8,14,-999,-999,-999
2020,8,15,-999,-999,-999
2020,8,16,-999,-999,-999
2020,8,17,-999,-999,-999
2020,8,18,-999,-999,-999
2020,8,19,-999,-999,-999
2020,8,20,-999,-999,-999
2020,8,21,-999,-999,-999
2020,8,22,-999,-999,-999
2020,8,23,-999,-999,-999
2020,8,24,-999,-999,-999
2020,8,25,-999,-999,-999
2020,8,26,-999,-999,-999
2020,8,27,-999,-999,-999
2020,8,28,-999,-999,-999
2020,8,29,-999,-999,-999
2020,8,30,-999,-999,-999
2020,8,31,-999,-999,-999
2020,9,1,-999,-999,-999
2020,9,2,-999,-999,-999
2020,9,3,-999,-999,-999
2020,9,4,-999,-999,-999
2020,9,5,-999,-999,-999
2020,9,6,-999,-999,-999
2020,9,7,-1,33.3,26.3
2020,9,8,0,34.9,25.2
2020,9,9,1.5,33.6,26.9
2020,9,10,0,34.2,26.6
2020,9,11,6,33.8,26.8
2020,9,12,-1,30.6,25.8
2020,9,13,0,35.5,26.5
2020,9,14,10,33.6,25.4
2020,9,15,19.5,31,25.3
2020,9,16,-1,32,27.7
2020,9,17,0,30.4,26.1
2020,9,18,-1,32.8,26.5
2020,9,19,22.5,34.1,25.2
2020,9,20,1.5,33.5,26.8
2020,9,21,0,35.1,26.4
2020,9,22,13,33.9,24.2
2020,9,23,2,32.8,25.5
2020,9,24,20.5,32.6,24.9
2020,9,25,0.5,31.6,26.2
2020,9,26,0,30.9,26.5
2020,9,27,0,35.4,27.1
2020,9,28,-1,32.9,25.9
2020,9,29,0.5,32.7,26.3
2020,9,30,-1,33,26.9
2020,10,1,11.5,33.6,24.9
2020,10,2,8,33.3,26
2020,10,3,33,32.2,25.1
2020,10,4,4,35.2,26
2020,10,5,0,34.6,26.8
2020,10,6,1.5,34.1,25.8
2020,10,7,8,30.6,25.7
2020,10,8,1.5,29.4,25.7
2020,10,9,0.5,29.9,25.9
2020,10,10,18,31.8,25.1
2020,10,11,4.5,29.6,25.1
2020,10,12,15,32.7,25.3
2020,10,13,12.5,34.2,24.8
2020,10,14,42.5,28.3,24.2
2020,10,15,4.5,31.5,25.1
2020,10,16,0,34.1,26.1
2020,10,17,4.5,31.1,25.4
2020,10,18,-1,30,25.2
2020,10,19,0.5,33,26.8
2020,10,20,34,28.3,25.1
2020,10,21,3,32.3,25.7
2020,10,22,0.5,34.8,25.9
2020,10,23,2,31.6,25.7
2020,10,24,22.5,31.4,25.1
2020,10,25,32,30.4,24.9
2020,10,26,2,29.5,26.2
2020,10,27,-1,31.3,25.7
2020,10,28,3,33.3,24.9
2020,10,29,14,31.7,25.7
2020,10,30,0,33,26.4
2020,10,31,1.5,33.4,25.3
2020,11,1,26,27,23
2020,11,2,0,30.9,25.4
2020,11,3,-1,33.6,25.5
2020,11,4,1,31.2,25.2
2020,11,5,-1,31.4,25.4
2020,11,6,0,33.3,25.8
2020,11,7,7.5,30.9,23.5
2020,11,8,0,33,22
2020,11,9,2,31.3,25.1
2020,11,10,30.5,30.3,25
2020,11,11,137.5,28.2,24
2020,11,12,37,28.3,24.3
2020,11,13,0,32.9,25.6
2020,11,14,0,32.9,25.8
2020,11,15,-1,32.2,25.3
2020,11,16,4,32.4,24
2020,11,17,0,32.7,24.8
2020,11,18,0,33.4,26.1
2020,11,19,0,32.6,25
2020,11,20,2,32.2,25
2020,11,21,0,33.5,24.3
2020,11,22,-1,33.1,24.8
2020,11,23,-1,33.5,23.8
2020,11,24,0,33.5,24.8
2020,11,25,-1,32.6,24.1
2020,11,26,7,32.9,26.1
2020,11,27,1.5,29.1,25
2020,11,28,2.5,31.5,24.8
2020,11,29,23.5,29.5,23.3
2020,11,30,0,31.9,23.5
2020,12,1,0,31.9,25.7
2020,12,2,-1,30.3,25.8
2020,12,3,-1,30.6,25.5
2020,12,4,-1,29,25
2020,12,5,6,31.7,25.1
2020,12,6,-1,31.9,26.4
2020,12,7,6,28.3,25.1
2020,12,8,1.5,32.5,25.2
2020,12,9,5.5,31.4,24.9
2020,12,10,6,28.6,24.5
2020,12,11,-1,33.4,25.9
2020,12,12,-1,32.3,26.1
2020,12,13,-1,31.5,24.8
2020,12,14,0,33,25.3
2020,12,15,-1,32.7,24.9
2020,12,16,-1,33,24
2020,12,17,2,31.6,24.6
2020,12,18,25.5,31.6,23.8
2020,12,19,20,27.6,24.1
2020,12,20,1.5,31.4,24.8
2020,12,21,-1,30.4,24.7
2020,12,22,0,31.9,24.9
2020,12,23,0,33.1,24.7
2020,12,24,0,32.6,23.9
2020,12,25,0,33.1,25.7
2020,12,26,24,31.6,24.3
2020,12,27,22,26,24
2020,12,28,0,31.5,26
2020,12,29,39.5,34.4,24.7
2020,12,30,0,32.1,26.2
2020,12,31,-1,30.4,23.9
2021,1,1,0,28.6,23.1
2021,1,2,0,31,24.8
2021,1,3,32.5,28.8,23.3
2021,1,4,0.5,32.4,24.6
2021,1,5,0.5,30.7,22.6
2021,1,6,-1,33.3,24.6
2021,1,7,-1,30.5,24.6
2021,1,8,0,30.4,25.4
2021,1,9,0,31,24
2021,1,10,0,30.2,22.7
2021,1,11,0,29,23.5
2021,1,12,0,28.6,21.9
2021,1,13,0,28.4,23.3
2021,1,14,0,31.2,25
2021,1,15,0,30.2,24.4
2021,1,16,-1,30.5,24.9
2021,1,17,-1,31.2,24.8
2021,1,18,0,30.2,24.7
2021,1,19,1,29,24
2021,1,20,29,28.2,24.3
2021,1,21,-1,31.5,25.2
2021,1,22,13,31.5,24.2
2021,1,23,0,30.3,25
2021,1,24,-1,32.7,25.3
2021,1,25,1,31.5,23.6
2021,1,26,0,30.9,25.1
2021,1,27,6,29.5,24.1
2021,1,28,1.5,29.2,23.7
2021,1,29,0,29.7,23.2
2021,1,30,0,29.8,21.6
2021,1,31,0,30.4,22.5
2021,2,1,0,30.9,23.6
2021,2,2,0,30.9,23.4
2021,2,3,0,32.4,23.4
2021,2,4,0,31.8,24.5
2021,2,5,0,30.8,23.8
2021,2,6,-1,32.5,25.2
2021,2,7,0,33.4,24.2
2021,2,8,-1,32.2,23.9
2021,2,9,14,28.7,24.1
2021,2,10,6,30.9,23.9
2021,2,11,-1,30.6,25.4
2021,2,12,11,31,24
2021,2,13,0.5,27.7,23.5
2021,2,14,2,30.6,24.4
2021,2,15,0,31.4,23.5
2021,2,16,0,31.6,22.2
2021,2,17,0,32,24.2
2021,2,18,0,30.8,23.2
2021,2,19,0,29.6,21.6
2021,2,20,0,29.9,21.1
2021,2,21,1,28.9,23.3
2021,2,22,2,27,24.3
2021,2,23,-1,32.5,24.7
2021,2,24,0,33.9,24.7
2021,2,25,0,33.4,23.2
2021,2,26,0,34.3,25.8
2021,2,27,0,34.4,25.9
2021,2,28,0,33,25.3
2021,3,1,0,33.8,24.1
2021,3,2,13,34.1,25.7
2021,3,3,0,32.8,25.2
2021,3,4,0,32.5,25.1
2021,3,5,0,33.4,23.9
2021,3,6,0,33.3,24.5
2021,3,7,0,33.9,23.7
2021,3,8,0,33.7,25
2021,3,9,-1,32,23.3
2021,3,10,0,33.2,24.3
2021,3,11,-1,34.3,23.8
2021,3,12,3.5,32.6,23.9
2021,3,13,-1,30.1,25.2
2021,3,14,1.5,32,25.2
2021,3,15,11.5,32,25.2
2021,3,16,14.5,34.5,24.5
2021,3,17,0,35.4,27
2021,3,18,0,34.6,25.8
2021,3,19,0,34.3,26.4
2021,3,20,0,35,25.7
2021,3,21,-1,34.5,26.2
2021,3,22,-1,34.9,26.2
2021,3,23,0,33,25.5
2021,3,24,0,33.6,24.9
2021,3,25,0,34.5,24.4
2021,3,26,0,34.7,25.8
2021,3,27,0,34.6,25.7
2021,3,28,0,35.2,26.9
2021,3,29,0,34.8,25.5
2021,3,30,0,35.3,25.6
2021,3,31,0,34.7,25.5
2021,4,1,0,34.6,24.1
2021,4,2,0,34.4,23.8
2021,4,3,0,34.9,24.2
2021,4,4,0.5,34.2,25.2
2021,4,5,0.5,34.8,25.6
2021,4,6,0,34.8,25.3
2021,4,7,0,33.2,26.3
2021,4,8,0,33.4,26.2
2021,4,9,-1,33,25.3
2021,4,10,0,34.1,24.7
2021,4,11,0,35.1,24.7
2021,4,12,0,34.5,25.9
2021,4,13,0,33.5,27.2
2021,4,14,0,34.6,26.4
2021,4,15,0,33.8,26.2
2021,4,16,0,35.1,25.3
2021,4,17,0,33.9,26.1
2021,4,18,0,33.6,26.8
2021,4,19,1.5,34.3,26
2021,4,20,0,32.2,27.5
2021,4,21,0,32.7,27.6
2021,4,22,0.5,33.4,27.1
2021,4,23,0,33.4,26.3
2021,4,24,0,32.9,26.6
2021,4,25,0,32.7,26.2
2021,4,26,0,31.3,26.2
2021,4,27,0,32.2,24.3
2021,4,28,0,33.9,26.3
2021,4,29,0,33.9,27.5
2021,4,30,0,35.3,27.6
2021,5,1,0,35.8,26.4
2021,5,2,0,35.6,25.9
2021,5,3,-1,36,26.8
2021,5,4,0,35.1,27.2
2021,5,5,0,36,27.5
2021,5,6,0,35.8,27.7
2021,5,7,0,34.7,26.8
2021,5,8,0,35.9,27.2
2021,5,9,0,36.1,28
2021,5,10,0,35.5,28.1
2021,5,11,0,35.6,27.8
2021,5,12,0,35.8,28.7
2021,5,13,0,35.5,27.4
2021,5,14,0,36,28.7
2021,5,15,0,36.6,27.9
2021,5,16,0,36.1,27
2021,5,17,0,36.8,28.9
2021,5,18,0,34.7,28.7
2021,5,19,0,35.1,27.4
2021,5,20,0,35.9,28.3
2021,5,21,0,37.1,27.9
2021,5,22,0,36.2,28
2021,5,23,0,37.1,27.1
2021,5,24,0,36.7,27.6
2021,5,25,0,36.9,27.3
2021,5,26,-1,36.7,28.1
2021,5,27,0,37.3,28.2
2021,5,28,0,37.3,28.6
2021,5,29,0,38,28.6
2021,5,30,2,35,27.5
2021,5,31,4,38.2,26.3
2021,6,1,1.5,36.5,27.6
2021,6,2,34.5,30.8,25.8
2021,6,3,0,32.1,27.3
2021,6,4,2,34.5,26.4
2021,6,5,0,34.4,27.5
2021,6,6,0,32.4,27.8
2021,6,7,3,33.4,27
2021,6,8,-1,31.8,26.4
2021,6,9,11,29.3,24.8
2021,6,10,10,34.6,26
2021,6,11,9,33.9,25.2
2021,6,12,-1,33.7,25.7
2021,6,13,8.5,34.1,25.3
2021,6,14,0,32.6,26.8
2021,6,15,0,32.5,27.5
2021,6,16,0,33.7,27.8
2021,6,17,0,33.7,27.6
2021,6,18,-1,33.6,27.8
2021,6,19,0.5,33.4,27
2021,6,20,1,33,25.5
2021,6,21,0.5,31.4,25.9
2021,6,22,5.5,33,25.2
2021,6,23,8.5,32.6,26
2021,6,24,-1,32.6,27.4
2021,6,25,2.5,32.5,26.6
2021,6,26,0,33.3,27.4
2021,6,27,0,35.2,27.5
2021,6,28,6.5,35,25.2
2021,6,29,0,33,27.1
2021,6,30,0,33.5,27.9
2021,7,1,1.5,34.5,25.6
2021,7,2,0,33.6,26.9
2021,7,3,37.5,30.1,24.9
2021,7,4,3,33.5,25.9
2021,7,5,19,31.9,26.6
2021,7,6,42.5,32,23.4
2021,7,7,-1,35,26.9
2021,7,8,0,34.6,26.2
2021,7,9,0,33,26.8
2021,7,10,2.5,33.4,26.3
2021,7,11,0,33.8,26.7
2021,7,12,0,34,26.5
2021,7,13,1.5,33.9,25.9
2021,7,14,12,34.2,25.6
2021,7,15,19,32.3,24.5
2021,7,16,0.5,31.9,26.1
2021,7,17,-1,31,26.5
2021,7,18,3.5,31.4,25.8
2021,7,19,13.5,31,25.7
2021,7,20,22,31,25.7
2021,7,21,83.5,26.6,24
2021,7,22,126,29.2,24.2
2021,7,23,79,29.4,24.4
2021,7,24,51,28,23.5
2021,7,25,9.5,29.7,25.2
2021,7,26,3,32.8,26
2021,7,27,37.5,32.1,24.9
2021,7,28,35,29.6,25.1
2021,7,29,4,28.7,25.4
2021,7,30,4,33,24.4
2021,7,31,-1,32.2,27.3
2021,8,1,0,33.4,28.2
2021,8,2,4,33.2,26.6
2021,8,3,-1,32.1,27.4
2021,8,4,0,33.2,28.2
2021,8,5,3,33.1,27
2021,8,6,0,32.8,27.7
2021,8,7,0,32.6,27.2
2021,8,8,0,33,26.8
2021,8,9,3.5,31.9,24.8
2021,8,10,4.5,30.9,24.8
2021,8,11,-1,31.2,26
2021,8,12,0,32.5,27.4
2021,8,13,-1,35.9,26.9
2021,8,14,2.5,35.2,25.7
2021,8,15,1,31.2,25.9
2021,8,16,0,35,25.9
2021,8,17,-1,33.3,26.1
2021,8,18,10,34.4,25.2
2021,8,19,7,32.3,25.5
2021,8,20,-1,32.6,26.2
2021,8,21,-1,33.1,25.8
2021,8,22,20,32.9,25.2
2021,8,23,14,33.5,25.6
2021,8,24,8,30.2,24.1
2021,8,25,-1,32.9,26
2021,8,26,1,31.3,25.2
2021,8,27,0.5,33.4,26.3
2021,8,28,0.5,32,26.4
2021,8,29,0.5,33.7,25.7
2021,8,30,5,32.8,25.8
2021,8,31,-1,33.1,26.9
2021,9,1,39.5,33.3,23
2021,9,2,-1,32.2,25.7
2021,9,3,3.5,32.2,24.8
2021,9,4,0.5,31.9,26.7
2021,9,5,1,32.6,26.2
2021,9,6,12,32.8,25.3
2021,9,7,30.5,30,24.7
2021,9,8,59.5,29.5,24.5
2021,9,9,0,32.5,26.3
2021,9,10,18,31.1,24.7
2021,9,11,5,29.7,25
2021,9,12,6,31.3,25.3
2021,9,13,0.5,32.4,25.5
2021,9,14,0,35.3,26.1
2021,9,15,-1,34.5,26.2
2021,9,16,21,31.7,24.2
2021,9,17,0,33.5,26.3
2021,9,18,0.5,34.2,26.5
2021,9,19,4,28.1,25.6
2021,9,20,3,31.1,26
2021,9,21,0,34.1,27.1
2021,9,22,0,33.9,27.1
2021,9,23,0,34.6,26
2021,9,24,-1,34.8,26.3
2021,9,25,-1,33.7,26.9
2021,9,26,4.5,33.8,25.7
2021,9,27,0,31.8,26.8
2021,9,28,0,33.2,27.4
2021,9,29,22.5,32.5,25.2
2021,9,30,-1,31.9,26.4
2021,10,1,0,32.1,27.2
2021,10,2,1,33.4,26
2021,10,3,12.5,32.1,24.7
2021,10,4,7.5,31.2,25.2
2021,10,5,11.5,29.4,25.8
2021,10,6,0.5,30.8,26.3
2021,10,7,-1,32.2,26.3
2021,10,8,-1,31.9,27
2021,10,9,-1,32.1,26.6
2021,10,10,0,31.7,26.4
2021,10,11,15,32.7,24.5
2021,10,12,7.5,31.8,24.9
2021,10,13,4,30.8,26
2021,10,14,20,30.6,25.4
2021,10,15,4,33.2,25.4
2021,10,16,0,33.7,26.1
2021,10,17,-1,33.3,26
2021,10,18,-1,30.1,24.9
2021,10,19,0,34,25.3
2021,10,20,-1,34.4,26.1
2021,10,21,3.5,31.6,24.9
2021,10,22,-1,32.6,25.7
2021,10,23,4,32.4,24.9
2021,10,24,0.5,29,25.3
2021,10,25,39,28.2,24
2021,10,26,0.5,33.5,25
2021,10,27,-1,33.5,25
2021,10,28,-1,30.9,25.1
2021,10,29,0,34,24.8
2021,10,30,0,33.5,24.5
2021,10,31,1,34,24.8
2021,11,1,0,33.7,25.4
2021,11,2,0,33.9,24.9
2021,11,3,0,34.1,26.7
2021,11,4,0,34.3,26.6
2021,11,5,0,33.4,25.9
2021,11,6,0,34.4,26
2021,11,7,0.5,34.8,26.1
2021,11,8,0,33.7,26.2
2021,11,9,0,34.3,25.8
2021,11,10,0,31.6,25.1
2021,11,11,0,34.7,25.9
2021,11,12,15,33.1,25
2021,11,13,1,34,25.9
2021,11,14,0,32.6,26.2
2021,11,15,11.5,32,25.2
2021,11,16,-1,34.5,25.8
2021,11,17,0,33.9,25.7
2021,11,18,0,33.1,26.7
2021,11,19,0,33.2,26.2
2021,11,20,5,30.6,25
2021,11,21,3.5,32.3,25
2021,11,22,0,33.3,25.8
2021,11,23,1,32.1,25.6
2021,11,24,0.5,33.9,25.8
2021,11,25,0.5,32.7,26
2021,11,26,-1,30,25.7
2021,11,27,1.5,33,25.8
2021,11,28,4,28.2,25.1
2021,11,29,1,33.2,26.2
2021,11,30,3.5,32.6,26.7
2021,12,1,-1,31.4,25
2021,12,2,0,32.3,23.3
2021,12,3,0,32,22.8
2021,12,4,0,30.7,22.5
2021,12,5,0,31.1,22.3
2021,12,6,0,30.6,23
2021,12,7,-1,30.2,23.4
2021,12,8,0,31.9,25.1
2021,12,9,0,31.2,23.8
2021,12,10,0,32.7,24.4
2021,12,11,-1,29.4,25.1
2021,12,12,0,30.6,24.8
2021,12,13,0,31.8,24.8
2021,12,14,0,32.5,23.2
2021,12,15,0,30.3,23.6
2021,12,16,-1,32.3,26.3
2021,12,17,4,30.9,25.4
2021,12,18,41.5,32.7,23.5
2021,12,19,12,26.3,23.7
2021,12,20,0,32.7,25.1
2021,12,21,0,33.2,26.7
2021,12,22,3,31.5,25.1
2021,12,23,0,33,24.1
2021,12,24,-1,32.5,24.3
2021,12,25,0,33,24.7
2021,12,26,4.5,31.6,24
2021,12,27,-1,29.5,24.9
2021,12,28,-1,30.3,23.6
2021,12,29,0,31.1,24.1
2021,12,30,0,31.7,22.4
2021,12,31,0,31.4,23.4